"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
6.811822920E-1,7.728719234E0,-2.035133541E-1,1.328822494E0
6.831836250E-1,7.795758724E0,-2.825244367E-1,1.336005330E0
6.851849580E-1,7.831672668E0,-3.256213665E-1,1.343188167E0
6.871863240E-1,7.920260906E0,-3.998439014E-1,1.359948039E0
6.891876570E-1,7.996877670E0,-4.836435020E-1,1.391073704E0
6.911889900E-1,8.042368889E0,-5.291347504E-1,1.415016413E0
6.931903230E-1,8.116591454E0,-5.889915824E-1,1.419804931E0
6.971875220E-1,8.214756966E0,-7.039167881E-1,1.429382086E0
6.991888550E-1,8.267431259E0,-7.877163887E-1,1.434170604E0
7.011929210E-1,8.293767929E0,-8.691217303E-1,1.422199249E0
7.031942870E-1,8.348835945E0,-9.170072675E-1,1.398256540E0
7.051955530E-1,8.387145042E0,-9.792584181E-1,1.398256540E0
7.071968860E-1,8.389538765E0,-1.007989645E0,1.386285067E0
7.091982520E-1,8.437424660E0,-1.103760719E0,1.357553840E0
7.112040850E-1,8.447001457E0,-1.154040456E0,1.350371003E0
7.132054180E-1,8.437424660E0,-1.173194647E0,1.350371003E0
7.152067840E-1,8.418270111E0,-1.213897347E0,1.331216812E0
7.172081170E-1,8.408693314E0,-1.233051538E0,1.312062621E0
7.192094500E-1,8.403904915E0,-1.254600048E0,1.307274103E0
7.212108160E-1,8.377567291E0,-1.256994247E0,1.256994247E0
7.232121490E-1,8.341653824E0,-1.240234375E0,1.249811411E0
7.252134820E-1,8.308133125E0,-1.221080184E0,1.218685865E0
7.272148480E-1,8.274613380E0,-1.189954638E0,1.177983165E0
7.292161810E-1,8.260248184E0,-1.173194647E0,1.151646137E0
7.312175140E-1,8.226728439E0,-1.130097747E0,1.130097747E0
7.332188800E-1,8.174054146E0,-1.082212210E0,1.101366401E0
7.352250800E-1,8.150111198E0,-1.079817891E0,1.082212210E0
7.372264130E-1,8.111803055E0,-1.015172482E0,1.034326673E0
7.392277790E-1,8.071100235E0,-9.816526771E-1,1.012778282E0
7.412291120E-1,8.049551964E0,-9.481328130E-1,9.792584181E-1
7.432304450E-1,8.025609016E0,-8.978530765E-1,9.505270720E-1
7.452318780E-1,8.013637543E0,-9.050358534E-1,9.433442950E-1
7.472332110E-1,8.018425941E0,-8.906702399E-1,9.289786220E-1
7.492344440E-1,7.999272346E0,-8.379961848E-1,8.930644989E-1
