"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
4.703197830E-1,-7.731110603E-2,1.256775856E-1,-1.083149537E-1
4.723211160E-1,-7.670024037E-2,1.323971003E-1,-1.101475507E-1
4.743224490E-1,-7.608937472E-2,1.476687342E-1,-1.107584238E-1
4.763238150E-1,-7.670024037E-2,1.543882489E-1,-1.046497673E-1
4.783251480E-1,-7.547850907E-2,1.598860323E-1,-1.083149537E-1
4.803264810E-1,-7.914370298E-2,1.763793975E-1,-1.058714986E-1
4.823278140E-1,-8.158716559E-2,1.824880540E-1,-1.095366925E-1
4.843291470E-1,-8.464148641E-2,1.849315166E-1,-1.113692820E-1
4.863301800E-1,-8.280888945E-2,1.916510314E-1,-1.113692820E-1
4.883320130E-1,-8.341976255E-2,2.038683295E-1,-1.156453416E-1
4.903336130E-1,-8.525235206E-2,2.075335234E-1,-1.144236177E-1
4.923339790E-1,-8.586321771E-2,2.203616947E-1,-1.125910208E-1
4.943350120E-1,-8.280888945E-2,2.209725678E-1,-1.150344759E-1
4.963363450E-1,-8.647408336E-2,2.392985225E-1,-1.174779385E-1
4.983377110E-1,-8.341976255E-2,2.460180372E-1,-1.180888042E-1
5.003390440E-1,-8.036543429E-2,2.502940893E-1,-1.229757220E-1
5.023403770E-1,-8.036543429E-2,2.570136189E-1,-1.254191846E-1
5.043417430E-1,-8.280888945E-2,2.673983276E-1,-1.296952367E-1
5.063434090E-1,-7.731110603E-2,2.698417604E-1,-1.296952367E-1
5.083447420E-1,-8.464148641E-2,2.765613198E-1,-1.309169829E-1
5.103461080E-1,-8.280888945E-2,2.710635066E-1,-1.400799602E-1
5.123486080E-1,-8.097629249E-2,2.759504318E-1,-1.382473558E-1
5.143496410E-1,-7.975456864E-2,2.655657232E-1,-1.461886019E-1
5.163506740E-1,-7.914370298E-2,2.655657232E-1,-1.474103332E-1
5.183520070E-1,-7.670024037E-2,2.600679398E-1,-1.516863853E-1
5.203530400E-1,-8.280888945E-2,2.502940893E-1,-1.559624523E-1
5.223544060E-1,-8.036543429E-2,2.466289103E-1,-1.590167731E-1
5.243552390E-1,-7.914370298E-2,2.356333286E-1,-1.681797504E-1
5.263599050E-1,-8.403062075E-2,2.252486050E-1,-1.742884070E-1
5.283612710E-1,-8.586321771E-2,2.130313069E-1,-1.797861904E-1
5.303626040E-1,-8.464148641E-2,1.940944940E-1,-1.846731156E-1
5.323639040E-1,-9.075013548E-2,1.757685393E-1,-1.920034885E-1
5.343652700E-1,-9.136100858E-2,1.666055620E-1,-1.999447495E-1
5.363665360E-1,-9.685879201E-2,1.531665176E-1,-2.121620476E-1
5.383678690E-1,-1.011348516E-1,1.366731524E-1,-2.188815773E-1
5.403692350E-1,-1.041891798E-1,1.250667125E-1,-2.225467712E-1
5.423705680E-1,-1.084652320E-1,1.061298996E-1,-2.304880023E-1
5.443719010E-1,-1.133521572E-1,9.330172837E-2,-2.372075170E-1
5.463735670E-1,-1.182390749E-1,8.413875103E-2,-2.445379049E-1
5.483744670E-1,-1.212934032E-1,6.764538586E-2,-2.555334866E-1
5.503758670E-1,-1.310672462E-1,6.153673306E-2,-2.628638744E-1
5.523775330E-1,-1.304563731E-1,5.664981157E-2,-2.634747326E-1
5.543791660E-1,-1.359541565E-1,5.481721461E-2,-2.683616579E-1
5.563801660E-1,-1.408410966E-1,4.993029311E-2,-2.708051205E-1
5.583814990E-1,-1.438954175E-1,4.687596485E-2,-2.775246203E-1
5.603828320E-1,-1.530583948E-1,4.809769988E-2,-2.799681127E-1
5.623841980E-1,-1.561127156E-1,5.481721461E-2,-2.842441499E-1
5.643855310E-1,-1.616104990E-1,5.726067722E-2,-2.854658961E-1
5.663868640E-1,-1.652756929E-1,6.153673306E-2,-2.836332619E-1
5.683882300E-1,-1.744386703E-1,6.764538586E-2,-2.842441499E-1
5.703895630E-1,-1.860451251E-1,8.047355711E-2,-2.830224335E-1
5.723897290E-1,-1.860451251E-1,8.230615407E-2,-2.824115455E-1
5.743913950E-1,-1.976515651E-1,9.696692228E-2,-2.805789411E-1
5.763930610E-1,-2.074254006E-1,1.110168174E-1,-2.756920457E-1
5.783943270E-1,-2.092579901E-1,1.177363321E-1,-2.726377249E-1
5.803959930E-1,-2.184209675E-1,1.391166300E-1,-2.689725459E-1
