"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
4.022718430E-1,8.851634026E0,-7.158881426E-1,-3.375927448E0
4.042732090E-1,8.794171333E0,-6.584255695E-1,-3.402264595E0
4.062745420E-1,8.722343445E0,-6.249057055E-1,-3.397475958E0
4.082758750E-1,8.698400497E0,-6.057515144E-1,-3.407052994E0
4.102769750E-1,8.660092354E0,-5.794144869E-1,-3.430995703E0
4.122782080E-1,8.585869789E0,-5.506832004E-1,-3.454938650E0
4.142795410E-1,8.521224022E0,-4.932205975E-1,-3.469304085E0
4.162809070E-1,8.497281075E0,-4.740664065E-1,-3.454938650E0
4.182822400E-1,8.435029984E0,-4.357580245E-1,-3.478881359E0
4.202839060E-1,8.408693314E0,-4.237866402E-1,-3.478881359E0
4.222852720E-1,8.348835945E0,-3.998439014E-1,-3.493247032E0
4.242864050E-1,8.310527802E0,-3.639297783E-1,-3.488458395E0
4.262877380E-1,8.262641907E0,-3.160442710E-1,-3.514795303E0
4.282891040E-1,8.205180168E0,-2.921015322E-1,-3.531555414E0
4.302904370E-1,8.200390816E0,-2.633702159E-1,-3.560286522E0
4.322924700E-1,8.159688950E0,-2.154847383E-1,-3.600989342E0
4.342938360E-1,8.121379852E0,-1.915419847E-1,-3.646480560E0
4.362951690E-1,8.080677032E0,-1.723877788E-1,-3.660846233E0
4.382965020E-1,8.059128761E0,-1.436564922E-1,-3.718308687E0
4.402978680E-1,8.028003693E0,-1.292908341E-1,-3.754222870E0
4.422992010E-1,8.020820618E0,-1.245022863E-1,-3.794925690E0
4.443005340E-1,7.965752125E0,-1.005595401E-1,-3.816473961E0
4.463018670E-1,7.956175327E0,-9.337671846E-2,-3.828445435E0
4.483032000E-1,7.929838181E0,-7.661679387E-2,-3.869148016E0
4.503045330E-1,7.889135361E0,-5.506832153E-2,-3.931399345E0
4.523058660E-1,7.879558563E0,-2.394274808E-2,-3.933793545E0
4.543074990E-1,7.850827217E0,-5.027977005E-2,-3.960130453E0
4.563088650E-1,7.886741161E0,-4.788549617E-2,-4.000833035E0
4.583101980E-1,7.872375488E0,-4.549122229E-2,-3.996044636E0
4.603115310E-1,7.881952763E0,-4.788549617E-2,-4.034353256E0
4.623128970E-1,7.891529560E0,-4.788549617E-2,-4.058295727E0
4.643142300E-1,7.886741161E0,-4.788549617E-2,-4.046324253E0
4.663155630E-1,7.877163887E0,-7.182824612E-2,-4.091815472E0
4.683169290E-1,7.915472507E0,-6.225114316E-2,-4.106181145E0
4.703184950E-1,7.922655106E0,-7.661679387E-2,-4.134912491E0
4.723198280E-1,7.932232380E0,-9.337671846E-2,-4.161249638E0
4.743211940E-1,7.980117798E0,-1.005595401E-1,-4.192375183E0
4.763225270E-1,7.989695072E0,-1.245022863E-1,-4.199557781E0
4.783248930E-1,8.025609016E0,-1.508393139E-1,-4.199557781E0
4.803262590E-1,8.037580490E0,-1.604164094E-1,-4.225894928E0
4.823272920E-1,8.107014656E0,-1.843591630E-1,-4.247443676E0
4.843286250E-1,8.159688950E0,-1.963305324E-1,-4.268991947E0
4.863299910E-1,8.197997093E0,-2.178790122E-1,-4.288146019E0
4.883313240E-1,8.274613380E0,-2.418217510E-1,-4.333637238E0
4.903326570E-1,8.324893951E0,-2.849186957E-1,-4.376734257E0
4.923401230E-1,8.365595818E0,-2.873129845E-1,-4.424619675E0
4.943414560E-1,8.435029984E0,-3.040728867E-1,-4.429408550E0
4.963427890E-1,8.461367607E0,-3.160442710E-1,-4.455745220E0
4.983441550E-1,8.552350044E0,-3.136500120E-1,-4.474899769E0
5.003454880E-1,8.593051910E0,-3.375927508E-1,-4.501236439E0
5.023468210E-1,8.640937805E0,-3.280156553E-1,-4.510813713E0
5.043488870E-1,8.712765694E0,-3.447755575E-1,-4.534756660E0
5.063502200E-1,8.810931206E0,-3.495641351E-1,-4.563488007E0
5.083515530E-1,8.851634026E0,-3.591412306E-1,-4.585036278E0
5.103529190E-1,8.918673515E0,-4.046324492E-1,-4.604190350E0
5.123542520E-1,8.983319283E0,-4.166038036E-1,-4.620950222E0
5.143555850E-1,9.019232750E0,-4.094209969E-1,-4.625739098E0
5.163569180E-1,9.107821465E0,-4.309694767E-1,-4.654470444E0
5.183582510E-1,9.177255630E0,-4.525179267E-1,-4.656864643E0
5.203595840E-1,9.217958450E0,-4.597007632E-1,-4.673624516E0
5.223609170E-1,9.296969414E0,-4.597007632E-1,-4.692778587E0
5.243622500E-1,9.316123009E0,-4.573064744E-1,-4.704750061E0
5.263636160E-1,9.349642754E0,-4.620950520E-1,-4.704750061E0
5.283649490E-1,9.397528648E0,-4.692778587E-1,-4.719115734E0
