"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
8.585724310E-1,-3.198751211E0,-7.063110471E-1,4.405465722E-1
8.605737640E-1,-3.040729046E0,-7.158881426E-1,4.429408312E-1
8.625751640E-1,-2.688770533E0,-7.446194887E-1,4.285751879E-1
8.645765300E-1,-2.360754967E0,-8.044763207E-1,3.878725171E-1
8.665778300E-1,-2.209915638E0,-8.212362528E-1,3.663240373E-1
8.685788960E-1,-1.898659945E0,-8.499675393E-1,3.519583941E-1
8.705802290E-1,-1.726272106E0,-8.810931444E-1,3.495641351E-1
8.725815620E-1,-1.436564922E0,-8.858816624E-1,3.519583941E-1
8.745890620E-1,-1.130097747E0,-9.050358534E-1,3.256213665E-1
8.765904280E-1,-9.912297726E-1,-9.122186899E-1,3.256213665E-1
8.785920280E-1,-7.158881426E-1,-9.194015265E-1,3.423812985E-1
8.805937280E-1,-4.309694767E-1,-9.313728809E-1,3.591412306E-1
8.825960610E-1,-2.944957912E-1,-9.457385540E-1,3.806896806E-1
8.845973940E-1,-5.506832153E-2,-9.409499764E-1,4.189980924E-1
8.865990270E-1,1.628106833E-1,-9.170072675E-1,4.237866402E-1
8.886003600E-1,2.609759569E-1,-8.906702399E-1,4.022381604E-1
8.906016600E-1,4.285751879E-1,-8.547561169E-1,3.974496126E-1
8.926029930E-1,5.698373914E-1,-8.116591573E-1,3.854782581E-1
8.946042930E-1,6.081457734E-1,-7.685621977E-1,3.687183261E-1
8.966056590E-1,7.015225291E-1,-6.656084061E-1,3.471698463E-1
8.986070590E-1,7.230709791E-1,-6.344828010E-1,3.160442710E-1
9.006083920E-1,7.637736797E-1,-5.243461728E-1,2.897072434E-1
9.026099920E-1,7.446194887E-1,-4.189980924E-1,2.729473412E-1
9.046113580E-1,6.943396926E-1,-3.375927508E-1,2.681587934E-1
9.066126910E-1,6.632141471E-1,-3.136500120E-1,2.513988614E-1
9.086136910E-1,6.009629965E-1,-2.298503816E-1,2.513988614E-1
9.106150240E-1,5.554717779E-1,-2.035133541E-1,2.490045726E-1
9.126163570E-1,4.477293789E-1,-1.125309169E-1,2.729473412E-1
9.146176900E-1,3.351984620E-1,-3.830839694E-2,2.609759569E-1
