"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
6.684714180E-1,-5.959601328E-2,5.520614982E-1,1.568005532E-1
6.704727510E-1,-6.326120347E-2,5.380116105E-1,1.525245011E-1
6.724740840E-1,-6.265033782E-2,5.251834989E-1,1.494701654E-1
6.764725170E-1,-6.753726304E-2,5.013597012E-1,1.537462324E-1
6.784738500E-1,-6.814812124E-2,4.787576795E-1,1.476375759E-1
6.804754500E-1,-6.998071820E-2,4.683730006E-1,1.439723819E-1
6.824767830E-1,-7.425678521E-2,4.604317248E-1,1.427506506E-1
6.844778830E-1,-7.303504646E-2,4.537122250E-1,1.409180611E-1
6.864794830E-1,-7.670024037E-2,4.396623373E-1,1.390854716E-1
6.884808160E-1,-7.731110603E-2,4.292776287E-1,1.360311359E-1
6.904826820E-1,-7.425678521E-2,4.256124198E-1,1.335876733E-1
6.924840480E-1,-7.486764342E-2,4.121733606E-1,1.341985464E-1
6.964799810E-1,-8.280888945E-2,4.042321444E-1,1.262573004E-1
6.984813470E-1,-8.158716559E-2,3.981234729E-1,1.274790317E-1
7.004826800E-1,-8.219803125E-2,3.938474059E-1,1.268681586E-1
7.024840130E-1,-8.891753852E-2,3.962908983E-1,1.219812408E-1
7.044853790E-1,-8.830668032E-2,3.907930851E-1,1.244246960E-1
7.064867120E-1,-8.219803125E-2,3.914039731E-1,1.244246960E-1
7.084880450E-1,-8.525235206E-2,3.907930851E-1,1.207595095E-1
7.104901450E-1,-8.647408336E-2,3.895713687E-1,1.201486439E-1
7.124917450E-1,-9.319360554E-2,3.865170181E-1,1.164834499E-1
7.144965780E-1,-8.891753852E-2,3.877387643E-1,1.183160469E-1
7.164976780E-1,-8.464148641E-2,3.907930851E-1,1.164834499E-1
7.184990110E-1,-8.586321771E-2,3.914039731E-1,1.164834499E-1
7.205003440E-1,-8.097629249E-2,3.962908983E-1,1.140399873E-1
7.225016770E-1,-8.036543429E-2,3.950691521E-1,1.128182635E-1
7.245030100E-1,-7.608937472E-2,3.926256895E-1,1.097639278E-1
7.265043430E-1,-7.914370298E-2,3.926256895E-1,1.097639278E-1
7.285056760E-1,-7.181331515E-2,3.877387643E-1,1.018226817E-1
7.305070090E-1,-7.425678521E-2,3.859061897E-1,9.632489830E-2
7.325083750E-1,-7.120245695E-2,3.822410107E-1,9.327057004E-2
7.345097080E-1,-7.364591211E-2,3.797975183E-1,8.777277917E-2
7.365125740E-1,-6.631553173E-2,3.791866601E-1,8.044239879E-2
7.385139400E-1,-6.692639738E-2,3.724671304E-1,7.860980183E-2
7.405152730E-1,-6.753726304E-2,3.755214512E-1,6.944682449E-2
7.425166060E-1,-6.448293477E-2,3.700236678E-1,6.517077237E-2
7.445182060E-1,-6.631553173E-2,3.681910634E-1,6.028384715E-2
7.465195390E-1,-5.593081936E-2,3.633041680E-1,5.661865696E-2
7.485208720E-1,-5.837428197E-2,3.596389890E-1,4.684481025E-2
7.505214720E-1,-5.409822613E-2,3.596389890E-1,4.562308267E-2
7.525228050E-1,-5.287649482E-2,3.596389890E-1,4.195788875E-2
7.545241380E-1,-4.982217029E-2,3.541411757E-1,4.012529552E-2
7.565255040E-1,-4.371351749E-2,3.480325341E-1,3.951442987E-2
7.585268370E-1,-4.188092053E-2,3.413130045E-1,3.523837402E-2
7.605281700E-1,-4.432438314E-2,3.455890715E-1,3.340577707E-2
7.625295360E-1,-4.310265183E-2,3.309283257E-1,2.851885371E-2
7.645308690E-1,-3.760486469E-2,3.260413706E-1,2.485366166E-2
7.665322020E-1,-4.065919295E-2,3.254305124E-1,2.485366166E-2
7.685335680E-1,-3.638313338E-2,3.229870498E-1,2.118847333E-2
7.705341680E-1,-3.455053642E-2,3.217653334E-1,1.935587637E-2
7.725355010E-1,-3.699399903E-2,3.162675500E-1,2.363193408E-2
7.765349670E-1,-3.210707754E-2,3.113806248E-1,2.790798992E-2
7.785363000E-1,-3.088534810E-2,3.071045578E-1,2.424279787E-2
7.805376660E-1,-2.477669530E-2,3.071045578E-1,2.607539296E-2
