"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
7.010340640E-1,1.002961731E1,-7.996878028E-1,1.685569525E0
7.030353970E-1,1.009665680E1,-7.996878028E-1,1.683175206E0
7.050367630E-1,1.014933109E1,-7.733507752E-1,1.692752242E0
7.070380960E-1,1.018045616E1,-7.470137477E-1,1.671203852E0
7.090394290E-1,1.023313046E1,-7.326480746E-1,1.697540879E0
7.110415290E-1,1.025946712E1,-7.182824612E-1,1.714300752E0
7.130431290E-1,1.032411289E1,-6.967339516E-1,1.738243461E0
7.150479620E-1,1.038397026E1,-7.015225291E-1,1.766974807E0
7.170490620E-1,1.040791225E1,-7.087053657E-1,1.774157643E0
7.190503950E-1,1.045819283E1,-6.895511150E-1,1.790917516E0
7.210517280E-1,1.052044392E1,-6.584255695E-1,1.834014535E0
7.230530610E-1,1.054438591E1,-6.560313106E-1,1.836408734E0
7.250543940E-1,1.060424328E1,-6.440598965E-1,1.829225898E0
7.270557270E-1,1.060663700E1,-6.153286099E-1,1.814860344E0
7.290570600E-1,1.064494610E1,-6.105400920E-1,1.826831698E0
7.310583930E-1,1.066888809E1,-6.153286099E-1,1.836408734E0
7.330597590E-1,1.068564892E1,-6.177229285E-1,1.834014535E0
7.350610920E-1,1.069283104E1,-6.201171875E-1,1.834014535E0
7.370639580E-1,1.069283104E1,-6.320885420E-1,1.836408734E0
7.390653240E-1,1.067128277E1,-6.225114465E-1,1.831620216E0
7.410666570E-1,1.068085957E1,-6.033572555E-1,1.853168726E0
7.430679900E-1,1.064733982E1,-6.225114465E-1,1.872322917E0
7.450695900E-1,1.065452290E1,-6.033572555E-1,1.867534399E0
7.470709230E-1,1.063536835E1,-6.057515144E-1,1.908236980E0
7.490722560E-1,1.059466648E1,-6.201171875E-1,1.932179809E0
7.510728560E-1,1.057072353E1,-6.344828010E-1,1.936968327E0
7.530741890E-1,1.054917526E1,-6.249057055E-1,1.992036581E0
7.550755220E-1,1.054199219E1,-6.368771195E-1,2.015979290E0
7.570768880E-1,1.053002071E1,-6.488484740E-1,2.049499273E0
7.590782210E-1,1.051326084E1,-6.608198285E-1,2.083019018E0
7.610795540E-1,1.050128937E1,-6.727912426E-1,2.102173328E0
7.630809200E-1,1.048931789E1,-6.775797606E-1,2.142875910E0
7.650822530E-1,1.047974110E1,-6.751855016E-1,2.185972929E0
7.670835860E-1,1.046298122E1,-6.847625971E-1,2.200338602E0
7.690849520E-1,1.043185520E1,-6.871568561E-1,2.195549965E0
7.710855520E-1,1.040551853E1,-7.110996246E-1,2.224281311E0
7.730868850E-1,1.038875866E1,-7.134938836E-1,2.229069948E0
7.770863510E-1,1.036721039E1,-7.326480746E-1,2.236252785E0
7.790876840E-1,1.036002731E1,-7.326480746E-1,2.238646984E0
7.810890500E-1,1.031932449E1,-7.374366522E-1,2.257801056E0
7.830903830E-1,1.032171917E1,-7.302538157E-1,2.253012657E0
7.850917160E-1,1.030016994E1,-7.110996246E-1,2.238646984E0
7.870930820E-1,1.028580475E1,-7.278595567E-1,2.195549965E0
7.890944150E-1,1.030016994E1,-7.206767201E-1,2.183578730E0
7.910957480E-1,1.025707340E1,-7.015225291E-1,2.169213057E0
7.930970810E-1,1.021637058E1,-7.087053657E-1,2.164424419E0
7.950984140E-1,1.021397591E1,-7.230709791E-1,2.157241583E0
7.990995470E-1,1.020679379E1,-7.374366522E-1,2.159635782E0
8.011008800E-1,1.019242764E1,-7.326480746E-1,2.154847383E0
8.031022460E-1,1.019961071E1,-7.422251701E-1,2.147664547E0
8.051035790E-1,1.019721603E1,-7.470137477E-1,2.142875910E0
8.071049120E-1,1.019003391E1,-7.350423932E-1,2.142875910E0
8.091062780E-1,1.017327404E1,-7.589851022E-1,2.145270348E0
8.111078440E-1,1.016848469E1,-7.398309112E-1,2.121327400E0
8.131091770E-1,1.017087936E1,-7.302538157E-1,2.085413456E0
8.151105430E-1,1.012299347E1,-7.350423932E-1,2.047105074E0
8.171162760E-1,1.012538815E1,-7.398309112E-1,2.030344963E0
8.191177760E-1,1.010383987E1,-7.541965842E-1,1.992036581E0
8.211191420E-1,1.009426212E1,-7.757450342E-1,1.980065227E0
8.231204750E-1,1.005356026E1,-7.757450342E-1,1.956122518E0
8.251218080E-1,1.004158878E1,-7.972934842E-1,1.927391171E0
8.271235410E-1,1.002722263E1,-8.308133483E-1,1.920208454E0
8.291249410E-1,1.000327969E1,-8.475732803E-1,1.922602654E0
8.311262740E-1,9.955394745E0,-8.619389534E-1,1.920208454E0
8.331276400E-1,9.950606346E0,-8.403904438E-1,1.934574008E0
8.351289730E-1,9.912297249E0,-8.643332124E-1,1.951334000E0
8.371303060E-1,9.885960579E0,-8.619389534E-1,1.934574008E0
8.391316720E-1,9.862017632E0,-8.643332124E-1,1.939362645E0
8.411330050E-1,9.850046158E0,-8.667274714E-1,1.941756845E0
8.431343380E-1,9.804554939E0,-8.643332124E-1,1.975276709E0
8.451357040E-1,9.809344292E0,-8.786988258E-1,1.989642382E0
8.471370370E-1,9.804554939E0,-9.026415944E-1,2.042316437E0
8.491387030E-1,9.780612946E0,-8.882759809E-1,2.068653345E0
8.511400690E-1,9.766246796E0,-8.930644989E-1,2.083019018E0
8.531414020E-1,9.732727051E0,-8.858816624E-1,2.106961727E0
8.551427350E-1,9.737515450E0,-8.691217303E-1,2.128510237E0
8.571443350E-1,9.720755577E0,-8.763045669E-1,2.166818619E0
8.591456680E-1,9.692024231E0,-8.451790214E-1,2.178790092E0
8.611470010E-1,9.696812630E0,-8.475732803E-1,2.209915638E0
8.631483340E-1,9.689630508E0,-8.475732803E-1,2.219492674E0
8.651496670E-1,9.675264359E0,-8.332076073E-1,2.236252785E0
8.671510000E-1,9.692024231E0,-8.356019258E-1,2.245829821E0
8.691523330E-1,9.701601982E0,-8.212362528E-1,2.284138203E0
8.711536660E-1,9.689630508E0,-8.332076073E-1,2.322446585E0
8.731550320E-1,9.692024231E0,-8.308133483E-1,2.336812258E0
8.751563650E-1,9.692024231E0,-8.116591573E-1,2.382303476E0
8.791544980E-1,9.684841156E0,-7.877163887E-1,2.418217659E0
8.811558310E-1,9.660899162E0,-7.661679387E-1,2.466103077E0
8.831571640E-1,9.646533012E0,-7.709565163E-1,2.490045786E0
8.851585300E-1,9.651321411E0,-7.709565163E-1,2.535537004E0
8.871594960E-1,9.644139290E0,-7.877163887E-1,2.552296877E0
8.891607620E-1,9.622590065E0,-7.877163887E-1,2.564268351E0
8.911621280E-1,9.605830193E0,-7.781392932E-1,2.581028223E0
8.931641940E-1,9.603436470E0,-7.853221297E-1,2.573845387E0
8.951655270E-1,9.598648071E0,-7.685621977E-1,2.588211060E0
8.971668930E-1,9.613013268E0,-8.092648983E-1,2.621730804E0
8.991682260E-1,9.617801666E0,-8.332076073E-1,2.648067951E0
9.011693920E-1,9.608224869E0,-8.188419938E-1,2.657644987E0
9.031714920E-1,9.584281921E0,-8.499675393E-1,2.660039425E0
9.051728250E-1,9.598648071E0,-8.786988258E-1,2.640885115E0
9.071741580E-1,9.586676598E0,-8.882759809E-1,2.652856588E0
9.091751910E-1,9.577098846E0,-9.026415944E-1,2.693559170E0
9.111765240E-1,9.560338974E0,-9.289786220E-1,2.691164970E0
9.131778570E-1,9.560338974E0,-9.457385540E-1,2.715107679E0
9.151792230E-1,9.555550575E0,-9.696813226E-1,2.715107679E0
9.171803230E-1,9.567522049E0,-9.816526771E-1,2.700742006E0
9.191816560E-1,9.555550575E0,-9.744698405E-1,2.710319042E0
9.211833890E-1,9.543579102E0,-1.000806928E0,2.707924843E0
9.231847220E-1,9.534002304E0,-1.012778282E0,2.676799297E0
9.251860550E-1,9.498087883E0,-9.960182905E-1,2.640885115E0
9.271874210E-1,9.474145889E0,-1.007989645E0,2.628913641E0
9.291887540E-1,9.450202942E0,-1.022355318E0,2.614548206E0
9.311900870E-1,9.411893845E0,-1.007989645E0,2.578634024E0
9.331914200E-1,9.407105446E0,-1.003201127E0,2.576239586E0
9.351927530E-1,9.375980377E0,-1.015172482E0,2.540325642E0
9.371940860E-1,9.335277557E0,-1.022355318E0,2.492439985E0
9.391954190E-1,9.325700760E0,-1.039115310E0,2.473285913E0
9.411967520E-1,9.294574738E0,-1.041509509E0,2.423006058E0
9.431981180E-1,9.261054993E0,-1.039115310E0,2.394274712E0
