"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
7.009303990E-1,2.495017946E-1,-1.193180561E0,4.745567590E-2
7.029317320E-1,2.385062277E-1,-1.193791389E0,5.234259740E-2
7.069283650E-1,1.884152889E-1,-1.169967651E0,7.127942145E-2
7.089296980E-1,1.719219238E-1,-1.165691495E0,6.700336188E-2
7.109310310E-1,1.505416334E-1,-1.166913271E0,7.005769014E-2
7.129323970E-1,1.303830743E-1,-1.175465345E0,7.616634667E-2
7.149337300E-1,1.236635596E-1,-1.179130673E0,7.555548102E-2
7.169350630E-1,1.041158736E-1,-1.184017420E0,8.105327189E-2
7.189364290E-1,9.250943363E-2,-1.178519726E0,7.983153313E-2
7.209382620E-1,7.357260585E-2,-1.180352330E0,8.105327189E-2
7.229395950E-1,4.974886775E-2,-1.174854517E0,7.860980183E-2
7.249409610E-1,3.081204183E-2,-1.174854517E0,7.799893618E-2
7.269424610E-1,-4.618141335E-3,-1.179741502E0,7.738807797E-2
7.289437940E-1,-3.943746164E-2,-1.188293576E0,8.532932401E-2
7.309451600E-1,-5.837428197E-2,-1.195013046E0,8.838365227E-2
7.329464930E-1,-9.563706070E-2,-1.196845651E0,8.655105531E-2
7.349478260E-1,-1.377867609E-1,-1.198678255E0,8.227499574E-2
7.369546590E-1,-1.530583948E-1,-1.194402218E0,7.922067493E-2
7.389559920E-1,-1.854342520E-1,-1.188293576E0,7.677720487E-2
7.409573250E-1,-2.104797363E-1,-1.185239315E0,7.799893618E-2
7.429583580E-1,-2.226970345E-1,-1.187071800E0,7.983153313E-2
7.449596910E-1,-2.404121310E-1,-1.187682748E0,8.166413009E-2
7.469601240E-1,-2.410229892E-1,-1.196845651E0,8.471845835E-2
7.489611900E-1,-2.434664518E-1,-1.200510859E0,8.227499574E-2
7.509630900E-1,-2.434664518E-1,-1.201732516E0,7.738807797E-2
7.529644230E-1,-2.416338474E-1,-1.204786897E0,7.677720487E-2
7.549654890E-1,-2.391903996E-1,-1.215171576E0,7.250115275E-2
7.569668220E-1,-2.281948179E-1,-1.227999806E0,7.250115275E-2
7.589678550E-1,-2.220861614E-1,-1.231665015E0,7.311201841E-2
7.609692210E-1,-2.098688632E-1,-1.235330224E0,6.822510064E-2
7.629705540E-1,-1.945972294E-1,-1.245714903E0,7.066855580E-2
7.649718870E-1,-1.866559833E-1,-1.253045321E0,6.944682449E-2
7.669736200E-1,-1.701626331E-1,-1.268316865E0,7.189028710E-2
7.689749530E-1,-1.677191556E-1,-1.273203850E0,6.944682449E-2
7.709762860E-1,-1.481714845E-1,-1.292140603E0,7.494460791E-2
7.729776190E-1,-1.383976340E-1,-1.316575289E0,8.288586140E-2
7.749789520E-1,-1.310672462E-1,-1.327570796E0,8.777277917E-2
7.769802850E-1,-1.182390749E-1,-1.358724952E0,9.204884619E-2
7.789816180E-1,-9.930225462E-2,-1.396598577E0,1.036552787E-1
7.809824510E-1,-9.502620250E-2,-1.408205032E0,1.067096069E-1
7.829838170E-1,-8.097629249E-2,-1.435693979E0,1.152617186E-1
7.849851500E-1,-7.242418826E-2,-1.464404702E0,1.219812408E-1
7.869864830E-1,-6.936985999E-2,-1.476011157E0,1.268681586E-1
7.889875160E-1,-6.265033782E-2,-1.491282701E0,1.329768002E-1
7.909888490E-1,-5.715255439E-2,-1.513884783E0,1.415289342E-1
7.929901820E-1,-5.654168874E-2,-1.528545499E0,1.445832551E-1
7.949915480E-1,-5.837428197E-2,-1.549314976E0,1.519136280E-1
7.989887470E-1,-8.464148641E-2,-1.578025579E0,1.531353593E-1
8.009901130E-1,-9.258273244E-2,-1.600016713E0,1.525245011E-1
8.029917790E-1,-9.563706070E-2,-1.618953586E0,1.494701654E-1
8.049931120E-1,-1.005239859E-1,-1.650107622E0,1.488593072E-1
8.069948120E-1,-1.121304259E-1,-1.659881473E0,1.586331427E-1
8.089964450E-1,-1.231260002E-1,-1.659881473E0,1.568005532E-1
8.109972110E-1,-1.402302235E-1,-1.656827092E0,1.653526723E-1
8.129985770E-1,-1.634431034E-1,-1.644609809E0,1.665744036E-1
8.150002100E-1,-1.787147373E-1,-1.640333891E0,1.690178663E-1
8.170015430E-1,-2.117014676E-1,-1.628727436E0,1.690178663E-1
8.190030430E-1,-2.245296389E-1,-1.623229623E0,1.745156497E-1
8.210043760E-1,-2.532402873E-1,-1.609790564E0,1.720721871E-1
8.230064090E-1,-2.770640254E-1,-1.602460146E0,1.842894852E-1
8.250081090E-1,-2.880595922E-1,-1.606125355E0,1.830677688E-1
8.270090750E-1,-3.118833601E-1,-1.598795056E0,1.897872835E-1
8.290104080E-1,-3.357070982E-1,-1.606736183E0,1.891764104E-1
8.310117740E-1,-3.387614489E-1,-1.618342638E0,1.916198730E-1
8.330131070E-1,-3.509787321E-1,-1.647053361E0,1.928416044E-1
8.350144400E-1,-3.613634408E-1,-1.678207517E0,2.007828504E-1
8.370158060E-1,-3.638069034E-1,-1.698976874E0,2.020045817E-1
8.390171390E-1,-3.644177914E-1,-1.745402694E0,2.062806338E-1
8.410184720E-1,-3.528113365E-1,-1.802824020E0,2.111675590E-1
8.430198050E-1,-3.540330529E-1,-1.834589005E0,2.075023651E-1
8.450211380E-1,-3.442592025E-1,-1.878571272E0,1.989502609E-1
8.470224710E-1,-3.344853818E-1,-1.900562406E0,1.995611340E-1
8.490241370E-1,-3.228789270E-1,-1.931716561E0,1.946741939E-1
8.510254700E-1,-3.216572106E-1,-1.966535926E0,1.922307462E-1
8.530268360E-1,-3.106616139E-1,-1.975698829E0,1.928416044E-1
8.550281690E-1,-3.069964349E-1,-1.995857477E0,1.818460375E-1
8.570295020E-1,-3.131051064E-1,-2.010518074E0,1.732939184E-1
8.590308680E-1,-3.131051064E-1,-2.014183283E0,1.702395976E-1
8.610322010E-1,-3.100507557E-1,-2.015405178E0,1.665744036E-1
8.630335340E-1,-3.118833601E-1,-2.007463932E0,1.586331427E-1
8.650349000E-1,-3.069964349E-1,-2.006242037E0,1.598548889E-1
8.670362330E-1,-3.088290393E-1,-1.995857477E0,1.555788219E-1
8.690375660E-1,-3.094398975E-1,-1.999522567E0,1.506919116E-1
8.710385990E-1,-3.076072931E-1,-1.990970492E0,1.372528672E-1
8.730399320E-1,-3.076072931E-1,-1.989748836E0,1.268681586E-1
8.750412650E-1,-3.033312261E-1,-1.986694455E0,1.262573004E-1
8.770426310E-1,-3.033312261E-1,-1.993413925E0,1.268681586E-1
8.790442640E-1,-2.966117263E-1,-1.983640194E0,1.250355542E-1
8.810455970E-1,-2.947791517E-1,-1.983029246E0,1.317550838E-1
8.830462630E-1,-3.002769053E-1,-1.976920485E0,1.384745985E-1
8.850472630E-1,-3.002769053E-1,-1.972644567E0,1.421397924E-1
8.870485960E-1,-3.014986515E-1,-1.967757583E0,1.403071880E-1
8.890499620E-1,-3.039421141E-1,-1.962870717E0,1.458049715E-1
8.910512950E-1,-3.124942183E-1,-1.966535926E0,1.470267177E-1
8.930526280E-1,-3.167702854E-1,-1.974477172E0,1.445832551E-1
8.950539940E-1,-3.308202028E-1,-1.976920485E0,1.427506506E-1
8.970553270E-1,-3.393722773E-1,-1.984861851E0,1.439723819E-1
8.990566600E-1,-3.546439111E-1,-1.984251022E0,1.470267177E-1
9.010580260E-1,-3.717481494E-1,-1.976920485E0,1.568005532E-1
9.030593590E-1,-3.705264330E-1,-1.975088000E0,1.635200828E-1
9.050606920E-1,-3.815219998E-1,-1.967146754E0,1.714613140E-1
9.070620580E-1,-3.851872087E-1,-1.958594561E0,1.775699705E-1
9.090633910E-1,-3.894632459E-1,-1.954929471E0,1.836786419E-1
9.110647240E-1,-3.839654624E-1,-1.943933845E0,1.861220896E-1
9.130660570E-1,-3.735807538E-1,-1.939657807E0,1.928416044E-1
9.150673900E-1,-3.686938286E-1,-1.936603546E0,1.916198730E-1
9.170687900E-1,-3.399831653E-1,-1.943933845E0,1.983393878E-1
9.190701230E-1,-3.308202028E-1,-1.950042486E0,1.971176565E-1
9.210714560E-1,-3.057747185E-1,-1.963481545E0,1.897872835E-1
