-7516,524,13298,-25,-89,-178
-7644,452,13242,-189,311,-201
-7676,510,13142,-169,203,-205
-7758,404,13060,-89,-61,-211
-7676,448,13192,23,-243,-251
-7672,468,13128,82,-190,-300
-7682,598,13166,13,97,-337
-7568,554,13380,-87,404,-373
-7596,508,13316,-136,598,-396
-7524,452,13200,-110,637,-431
-7504,508,13400,-69,564,-436
-7504,408,13226,-40,449,-427
-7468,474,13122,14,373,-424
-7612,382,13048,51,298,-419
-7716,608,13222,38,153,-419
-7622,516,13176,37,98,-412
-7718,670,13164,77,69,-410
-7692,724,13342,102,64,-394
-7618,698,13094,119,145,-359
-7572,718,13214,80,185,-345
-7670,692,13174,54,228,-336
-7652,660,13252,31,137,-340
-7634,580,13180,-44,14,-331
-7622,478,13076,-131,51,-349
-7682,466,13270,-69,269,-379
-7642,378,13070,11,500,-410
-7722,436,13022,58,620,-433
-7672,460,13080,93,564,-457
-7690,468,13196,78,272,-471
-7544,508,13264,79,44,-485
-7612,556,13256,118,-89,-491
-7524,584,13300,86,-208,-481
-7458,538,13222,13,-382,-458
-7584,512,13182,39,-498,-461
-7756,482,13092,136,-465,-480
-7722,644,13088,118,-308,-463
-7632,734,13026,117,-234,-439
-7654,740,13038,123,-125,-434
-7654,624,12998,126,16,-426
-7622,666,13210,102,168,-434
-7642,638,13118,79,368,-444
-7632,514,13006,56,537,-445
-14792,-1242,4778,-132,410,-556
-14830,-1346,4694,-80,726,-524
-14894,-1250,4840,-23,774,-515
-14902,-1232,4842,30,784,-509
-14870,-1256,4980,83,733,-512
-14990,-1318,4796,77,564,-519
-14940,-1324,4834,40,306,-518
-14960,-1338,4706,-17,32,-522
-15032,-1278,4764,-44,-175,-529
-14984,-1220,4770,-37,-277,-525
-14814,-1380,4834,-7,62,-511
-14836,-1382,4758,-10,-126,-527
-14832,-1342,4806,-12,-326,-537
-14826,-1482,4836,-14,-368,-543
-14666,-1374,4670,109,-229,-582
-14672,-1328,4788,284,118,-622
-14744,-1316,4672,437,444,-663
-14662,-1370,4828,526,608,-703
-14582,-1306,4648,515,651,-716
-14712,-1296,4654,441,560,-712
-14724,-1322,4666,298,332,-685
-14664,-1272,4748,152,47,-658
-14750,-1254,4686,111,-214,-649
-14724,-1248,4838,171,-389,-668
-14754,-1336,4704,291,-424,-708
-14772,-1256,4762,445,-243,-724
-14974,-1390,4682,639,429,-691
-14986,-1394,4694,635,728,-660
-14986,-1308,4884,568,881,-612
-15030,-1410,4844,464,857,-571
-15068,-1420,4810,352,660,-543
-15076,-1442,4732,257,362,-511
-14988,-1490,4596,211,70,-482
-14858,-1494,4550,213,-70,-479
-14874,-1450,4602,209,-83,-476
-14864,-1492,4532,213,7,-483
-14854,-1468,4628,210,166,-494
-14716,-1454,4602,224,294,-500
-14744,-1428,4710,253,399,-527
-14764,-1452,4694,291,473,-536
-14876,-1346,4724,382,540,-576
-14780,-1316,4748,504,602,-609
-14928,-1302,4592,678,613,-629
-14836,-1340,4730,665,458,-618
-14884,-1378,4774,665,321,-606
-14878,-1376,4632,651,215,-582
-14830,-1366,4648,627,182,-557
-14824,-1336,4552,584,196,-520
-14950,-1408,4510,515,266,-487
-14852,-1388,4462,415,385,-425
-14988,-1400,4450,335,553,-369
-14906,-1438,4560,262,752,-309
-14870,-1530,4494,188,904,-260
-14808,-1486,4588,136,992,-214
-14922,-1548,4526,77,998,-193
-14966,-1540,4420,76,1008,-187
-14846,-1508,4598,88,1021,-201
-14762,-1520,4652,82,1125,-190
-14862,-1412,4564,253,1388,-222
-14966,-1276,4560,238,1424,-200
-15112,-1318,4460,289,1299,-191
-15132,-1386,4514,379,1040,-193
-15084,-1322,4304,439,703,-214
-15154,-1384,4258,476,425,-225
-14954,-1426,4350,550,250,-254
-14994,-1486,4454,651,142,-289
-15008,-1500,4264,683,50,-329
-14916,-1572,4312,569,-9,-319
-14828,-1612,4546,311,-90,-272
-14838,-1502,4588,28,-205,-232
-14638,-1532,4586,-155,-316,-227
-14740,-1524,4474,-237,-421,-229
-14796,-1614,4480,-332,-429,-244
-14894,-1642,4322,-388,-396,-276
-14978,-1644,4152,-327,-345,-329
-15116,-1492,4196,-244,-207,-354
-15028,-1426,4376,-120,-25,-366
-15032,-1402,4350,53,264,-381
-14990,-1286,4356,235,569,-407
-15054,-1218,4478,394,824,-407
-15018,-1152,4250,418,917,-389
-15126,-1106,4368,371,856,-331
-15162,-1110,4396,304,762,-286
-15158,-1182,4396,200,668,-221
-14998,-1334,4406,87,605,-162
-15094,-1440,4222,-10,622,-116
-14994,-1528,4254,-124,703,-71
-15028,-1556,4308,-253,816,-32
-14938,-1528,4148,-379,1029,4
-15566,-788,2356,-30,78,-330
-15436,-856,2366,-41,92,-319
-15582,-858,2496,-23,132,-307
-15548,-708,2238,-3,111,-302
-15530,-720,2404,-25,22,-299
-15644,-766,2392,-26,-79,-304
-15548,-648,2610,8,-123,-316
-15598,-696,2528,54,-175,-328
-15466,-680,2404,101,-357,-337
-15540,-780,2500,88,-282,-314
-15454,-802,2474,173,-142,-318
-15530,-758,2328,213,161,-297
-15644,-816,2312,206,362,-273
-15544,-846,2554,138,201,-272
-15572,-726,2368,77,-176,-287
-15598,-772,2478,80,-440,-308
-15630,-822,2396,101,-437,-302
-15518,-782,2442,124,196,-302
-15536,-790,2610,78,-3,-323
-15484,-814,2500,49,-198,-338
-15576,-718,2548,14,-304,-354
-15582,-770,2426,17,-260,-359
-15572,-790,2464,18,-173,-361
-15532,-768,2580,57,2,-349
-15614,-700,2496,83,213,-346
-15700,-652,2496,88,223,-329
-15700,-762,2446,107,159,-351
-15748,-618,2446,122,79,-352
-15662,-586,2432,108,-68,-364
-15640,-604,2574,73,-255,-360
-15642,-634,2620,67,-394,-372
-15540,-644,2382,68,-456,-354
-15484,-748,2458,75,-449,-343
-15502,-814,2414,94,-371,-331
-15426,-916,2230,210,56,-332
-15520,-848,2254,225,239,-348
-15620,-848,2280,219,295,-368
-15552,-820,2288,202,237,-418
-15558,-800,2416,169,146,-446
-15528,-802,2500,129,-50,-477
-15538,-734,2576,95,-269,-490
-15410,-758,2496,54,-479,-513
-15348,-740,2482,26,-592,-510
-15386,-768,2326,-6,-564,-484
-15482,-784,2374,-20,-431,-442
-15496,-818,2224,-29,-233,-426
-15542,-834,2302,-24,-52,-413
-15668,-810,2240,-8,41,-393
-15698,-782,2352,17,51,-403
-15640,-730,2482,34,-31,-421
-15594,-802,2472,84,-260,-451
-15542,-686,2432,118,-343,-474
-15428,-734,2458,154,-369,-477
-15416,-698,2470,171,-352,-487
-15332,-764,2406,159,-312,-501
-15356,-698,2360,143,-268,-514
-15434,-836,2468,119,-215,-518
-15346,-868,2602,85,-111,-520
-15416,-736,2564,65,-69,-522
-15442,-808,2596,77,-77,-529
-15526,-812,2476,91,-143,-546
-15530,-738,2538,103,-255,-553
-15474,-884,2504,132,-420,-564
-15382,-832,2574,154,-534,-580
-15480,-818,2600,178,-621,-591
-15462,-744,2522,176,-700,-615
-15594,-798,2578,252,-704,-673
-15668,-676,2736,274,-645,-699
-15546,-758,2666,311,-644,-724
-15514,-766,2494,328,-589,-748
-15438,-750,2556,331,-477,-759
-15494,-656,2598,359,-376,-766
-15452,-870,2634,388,-287,-755
-15498,-740,2770,421,-250,-753
-15520,-662,2816,486,-273,-767
-15430,-674,2798,577,-362,-797
-15506,-544,2670,635,-415,-804
-15452,-544,2618,696,-437,-818
-15554,-576,2602,763,-365,-805
-15674,-580,2720,846,-276,-790
-15576,-694,2696,932,-175,-758
-15494,-688,2732,1028,-94,-730
-15590,-672,2814,1188,73,-676
-15606,-632,2834,1205,89,-650
-15632,-616,2848,1240,77,-637
-15552,-678,2788,1302,135,-653
-15512,-812,2664,1396,235,-675
-15534,-892,2602,1472,352,-721
-15486,-998,2528,1536,421,-747
-15418,-1004,2566,1540,428,-768
-15488,-984,2582,1531,447,-785
-15588,-1056,2514,1520,547,-805
-15602,-998,2668,1492,704,-790
-15644,-962,2702,1450,801,-759
-15650,-1022,2836,1437,832,-717
-15634,-1078,2860,1465,887,-687
-15628,-1094,2914,1533,898,-685
-15580,-1092,3074,1610,804,-695
-15494,-944,2864,1759,580,-727
-15492,-1282,2734,1852,579,-748
-15416,-884,2652,2023,584,-784
-15446,-736,2462,1931,599,-720
-15240,-916,2488,2009,655,-686
-15258,-822,2606,2164,1053,-678
-15330,-1120,2550,2192,1624,-652
-15430,-894,2442,2187,1952,-671
-15420,-972,2348,1996,1930,-674
-15608,-1102,2438,1858,1594,-710
-15536,-848,2550,1781,1124,-710
-15624,-1338,2606,1728,855,-715
