"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
4.563123000E-1,1.205756760E1,-1.587404251E0,4.031958580E0
4.583136330E-1,1.213179016E1,-1.295302629E0,4.146883965E0
4.603152990E-1,1.217488766E1,-1.177983165E0,4.225894928E0
4.623166650E-1,1.224911022E1,-9.002473354E-1,4.359974384E0
4.643181310E-1,1.233769798E1,-5.865973234E-1,4.462928295E0
4.663192310E-1,1.241431522E1,-4.285751879E-1,4.508419514E0
4.683205640E-1,1.258670235E1,-1.388679445E-1,4.549122334E0
4.703221300E-1,1.286204433E1,1.245022863E-1,4.510813713E0
4.723234630E-1,1.302246094E1,2.585816681E-1,4.472505569E0
4.763225620E-1,1.383172512E1,6.512427330E-1,3.996044636E0
4.783242280E-1,1.404002762E1,7.182824612E-1,3.811685562E0
4.803255610E-1,1.445423698E1,8.284190893E-1,3.395081758E0
4.823269270E-1,1.466253853E1,8.739103079E-1,3.191568375E0
4.843279270E-1,1.510308552E1,8.643332124E-1,2.846792698E0
4.863292600E-1,1.546222687E1,7.589851022E-1,2.554691315E0
4.883306600E-1,1.560588360E1,7.015225291E-1,2.475680113E0
4.903319930E-1,1.581657982E1,6.368771195E-1,2.320052385E0
4.923333260E-1,1.594347572E1,6.608198285E-1,2.205127001E0
4.943346920E-1,1.600572777E1,6.536370516E-1,2.166818619E0
4.963360250E-1,1.613501740E1,5.985686779E-1,2.085413456E0
4.983384910E-1,1.622839546E1,5.506832004E-1,2.023162127E0
5.023370900E-1,1.643190765E1,5.123748183E-1,1.903448462E0
5.043384230E-1,1.664978790E1,4.573064744E-1,1.857957244E0
5.063397560E-1,1.674795151E1,4.142095447E-1,1.716695070E0
5.083403890E-1,1.687724304E1,4.046324492E-1,1.558672905E0
5.103417220E-1,1.695385933E1,4.261809289E-1,1.465296149E0
5.123430880E-1,1.692991638E1,5.650488734E-1,1.359948039E0
5.143444540E-1,1.679104996E1,6.919454336E-1,1.362342358E0
5.163457870E-1,1.669288445E1,7.470137477E-1,1.386285067E0
5.183471530E-1,1.649655342E1,8.763045669E-1,1.436564922E0
5.203484860E-1,1.629543495E1,9.577099085E-1,1.462901950E0
5.223498190E-1,1.617572021E1,9.960182905E-1,1.415016413E0
5.243510190E-1,1.590995598E1,1.072635174E0,1.324033976E0
5.263523190E-1,1.560827732E1,1.158828974E0,1.204320192E0
5.283536850E-1,1.543349552E1,1.204320192E0,1.161223292E0
5.303550510E-1,1.511266232E1,1.304879785E0,1.096577883E0
5.323563840E-1,1.494745731E1,1.340793848E0,1.082212210E0
5.343577170E-1,1.467451000E1,1.429382086E0,1.103760719E0
5.363590500E-1,1.439677429E1,1.494027495E0,1.146857619E0
5.383603830E-1,1.425790691E1,1.539518714E0,1.177983165E0
5.403623490E-1,1.400650787E1,1.628106833E0,1.221080184E0
5.423636490E-1,1.377426338E1,1.702329397E0,1.268965602E0
5.443659820E-1,1.367130947E1,1.752609134E0,1.283331275E0
5.463673150E-1,1.342469883E1,1.836408734E0,1.268965602E0
5.483686480E-1,1.316372299E1,1.917814136E0,1.264177084E0
5.503697480E-1,1.303203773E1,1.944151163E0,1.233051538E0
5.523711140E-1,1.277345657E1,2.006402254E0,1.149251938E0
5.543724470E-1,1.262740517E1,2.066259146E0,1.091789365E0
5.563737470E-1,1.234966946E1,2.102173328E0,9.672870040E-1
5.583739800E-1,1.202883625E1,2.176395893E0,8.092648983E-1
5.603753130E-1,1.186123753E1,2.219492674E0,7.254652381E-1
5.623768460E-1,1.154040432E1,2.264983892E0,5.770202279E-1
5.643782120E-1,1.120520592E1,2.322446585E0,4.142095447E-1
5.663795780E-1,1.105197239E1,2.351177931E0,3.399870098E-1
5.683809110E-1,1.073832226E1,2.365543604E0,1.915419847E-1
5.703874110E-1,1.041270161E1,2.387091875E0,7.901106775E-2
5.723884770E-1,1.026425648E1,2.387091875E0,1.915419847E-2
5.743898100E-1,9.972154617E0,2.394274712E0,-3.351984918E-2
5.763909430E-1,9.624984741E0,2.411034822E0,-5.027977005E-2
5.783963760E-1,9.464568138E0,2.418217659E0,-6.943397224E-2
5.803974090E-1,9.165284157E0,2.423006058E0,-9.577099234E-2
5.823994750E-1,8.997684479E0,2.406246185E0,-9.816526622E-2
5.844008080E-1,8.710371971E0,2.403851986E0,-1.053480953E-1
5.864021410E-1,8.432636261E0,2.401457548E0,-1.412622184E-1
5.884032070E-1,8.300951004E0,2.401457548E0,-1.245022863E-1
5.904045400E-1,8.030397415E0,2.418217659E0,-1.173194647E-1
5.924058730E-1,7.774210453E0,2.430188894E0,-1.101366431E-1
5.944072060E-1,7.659285069E0,2.458920240E0,-1.125309169E-1
5.964085390E-1,7.470137596E0,2.497228622E0,-6.464541703E-2
5.984152720E-1,7.345634937E0,2.525959969E0,-9.577099234E-3
6.004159720E-1,7.292961121E0,2.552296877E0,4.788549617E-3
6.024173050E-1,7.206767082E0,2.612153769E0,8.379961550E-2
6.044179380E-1,7.142121792E0,2.679193497E0,1.364736706E-1
6.064193040E-1,7.106207848E0,2.710319042E0,2.059076279E-1
6.084206370E-1,7.070293427E0,2.753416061E0,2.442160249E-1
6.104222030E-1,7.065505028E0,2.772570133E0,2.657645047E-1
6.124235030E-1,7.118178844E0,2.803695917E0,3.088614643E-1
6.144248360E-1,7.187613010E0,2.834821463E0,3.711125851E-1
6.164262020E-1,7.235498428E0,2.842004299E0,3.950553536E-1
6.184275350E-1,7.381549358E0,2.820455790E0,4.285751879E-1
6.204288680E-1,7.510839939E0,2.774964571E0,4.573064744E-1
6.224300680E-1,7.589851379E0,2.739050388E0,4.740664065E-1
6.244314010E-1,7.800547123E0,2.650462151E0,4.788549542E-1
6.264327340E-1,8.001666069E0,2.516382933E0,4.860377908E-1
6.284340670E-1,8.090254784E0,2.430188894E0,4.908263385E-1
6.324319000E-1,8.399115562E0,2.135693073E0,4.788549542E-1
6.344332660E-1,8.616994858E0,1.920208454E0,4.716721475E-1
6.364347990E-1,8.810931206E0,1.668809533E0,4.620950520E-1
6.404336650E-1,9.079090118E0,1.290514112E0,4.597007632E-1
6.424342650E-1,9.258660316E0,1.024749637E0,4.716721475E-1
6.444360650E-1,9.349642754E0,9.026415944E-1,4.908263385E-1
6.464374650E-1,9.526819229E0,6.512427330E-1,4.932205975E-1
6.484390980E-1,9.713572502E0,3.830839694E-1,5.051919818E-1
6.504404310E-1,9.799766541E0,2.753416002E-1,5.243461728E-1
